geoext:constituentPartIdentifier,geoext:name,geoext:language,geoext:nameType,geoext:nameIdentifier,geoext:classificationCode,geoext:isPreferredName,geoext:namePublishedIn,geoext:nameRemarks
ark:/65665/339305a9f-19f2-4799-99c6-8021027baf05-0,Opal,,,,,,,
ark:/65665/30adc8208-40ec-42f4-ab4b-7a271d195c45-0,Tremolite,,,,,,,
ark:/65665/3c2468736-a199-48f3-a614-9ab6f21ffaf1-0,Yoderite,,,,,,,
ark:/65665/399a7b099-4961-462d-b4e2-106c00f604f6-0,Fluorapatite,,,,,,,
ark:/65665/399a7b099-4961-462d-b4e2-106c00f604f6-1,Albite (var. pericline),,,,,,,
ark:/65665/38612c1bd-4aad-4452-b90d-d2f2aba86e15-0,Apatite,,,,,,,
ark:/65665/38d3e131b-b294-42f8-a157-3d25792a9ff9-0,Perovskite,,,,,,,
ark:/65665/301fdbcd7-5a70-48f0-ba74-71c0c79b9fa8-0,Cobaltite,,,,,,,
ark:/65665/35d6eac37-7bdd-4da9-8f03-4f84bd85c562-0,Marcasite,,,,,,,
ark:/65665/35d6eac37-7bdd-4da9-8f03-4f84bd85c562-1,Calcite,,,,,,,
ark:/65665/398a39ae5-8e57-4c0d-b589-d05ebfca07dd-0,Marcasite,,,,,,,
ark:/65665/398a39ae5-8e57-4c0d-b589-d05ebfca07dd-1,Calcite,,,,,,,
ark:/65665/3c2b4389b-df21-4727-8d9f-b27e227ea99d-0,Quartz (var. agate),,,,,,,
ark:/65665/369dff416-6034-4947-a97c-a59177dd9d88-0,Quartz (var. agate),,,,,,,
ark:/65665/3061734f4-c673-4a9c-b20c-b6c7603f4b3b-0,Quartz (var. agate),,,,,,,
ark:/65665/3e0b10432-7b11-4d01-8fef-bb0116ea1f68-0,Endlichite,,,,,,,
ark:/65665/33ae26d2e-26ca-4790-88c4-324af2d7ae5a-0,Endlichite,,,,,,,
ark:/65665/32f570df9-fb18-4e60-98d6-b46d470dd9d4-0,Endlichite,,,,,,,
ark:/65665/33224bafb-c5d0-4841-a2a8-bfc26fa768cb-0,Pyrite,,,,,,,
ark:/65665/3a6aca579-4b92-48d9-a915-7125114b8056-0,Pyrite,,,,,,,
ark:/65665/3a77297f3-4ccf-4377-a99e-e4b4c17d36ba-0,Quartz,,,,,,,
ark:/65665/3a77297f3-4ccf-4377-a99e-e4b4c17d36ba-1,Goethite,,,,,,,
ark:/65665/32ef37eb1-e464-4bf0-acd9-21847536903e-0,Quartz,,,,,,,
ark:/65665/32ef37eb1-e464-4bf0-acd9-21847536903e-1,Goethite,,,,,,,
ark:/65665/35d5d9736-5d82-4ddb-acfc-62ce82eab3da-0,Wulfenite,,,,,,,
ark:/65665/360ada0ac-bc34-44c7-bddd-608f43352cde-0,Wulfenite,,,,,,,
ark:/65665/3a43ed0a2-b153-46ef-a0c0-ad1c51ce35a4-0,Gypsum,,,,,,,
ark:/65665/39813f7f9-be4f-4a20-bbba-9060cbc52cb2-0,Gypsum,,,,,,,
ark:/65665/3c9cd0afc-0456-4d82-994e-f879739868d5-0,Quartz,,,,,,,
ark:/65665/333e3be2d-124d-4855-9d85-43cf7a49206e-0,Quartz,,,,,,,
ark:/65665/3885be487-c6f1-4391-9ae5-59d7a7634385-0,Quartz,,,,,,,
ark:/65665/399414512-76c1-4ed9-be38-c995ca80ebe3-0,Arsenopyrite,,,,,,,
ark:/65665/37f092368-515d-4cf5-b6fe-cf1c0ca06d08-0,Mimetite,,,,,,,
ark:/65665/3846c2adf-87cf-43a7-b69a-e10f907722c9-0,Mimetite,,,,,,,
ark:/65665/35fa32092-1347-4469-b1f1-720a6081bcb1-0,Calcite,,,,,,,
ark:/65665/3d185a41d-0117-4a0c-904c-53ea2608cbdb-0,Calcite,,,,,,,
ark:/65665/3df0d989c-85e9-430c-b5fc-6b71acf73951-0,Calcite,,,,,,,
ark:/65665/35d3c1254-e576-4259-bd82-1ebec14128a5-0,Calcite,,,,,,,
ark:/65665/3384097d6-7c73-4f1c-b534-59b0d1c2ec43-0,Calcite,,,,,,,
ark:/65665/3d7d36563-5bb3-42fe-8353-086ba1feca37-0,Calcite,,,,,,,
ark:/65665/34f306e4e-c355-46eb-94aa-b16cd3e507bf-0,Calcite,,,,,,,
ark:/65665/35e520208-6fd4-44f0-a5c0-66816e736488-0,Fluorite,,,,,,,
ark:/65665/3e03ad9da-84a8-4331-a9e2-c10f36e51633-0,Vanadinite,,,,,,,
ark:/65665/3a0937648-2f25-4339-a397-9b6ad1886724-0,Scheelite,,,,,,,
ark:/65665/3ee2a4a64-14bb-4bc5-aabe-e889301385b4-0,Milarite,,,,,,,
ark:/65665/3b5fa5bbe-dfd2-48b3-932c-adbc82e125c4-0,Milarite,,,,,,,
ark:/65665/3c9fe9a07-6cfc-41b8-96f1-a098adca9e2f-0,Milarite,,,,,,,
ark:/65665/3061353d5-139d-492f-8754-175180953883-0,Milarite,,,,,,,
ark:/65665/373713bba-a10a-4248-b98e-faf496ea82cd-0,Milarite,,,,,,,
ark:/65665/3e7501f3a-3727-4d38-8e2a-2f217a8a24fe-0,Milarite,,,,,,,
ark:/65665/3015afd1b-b2e8-40fc-a425-4d3625f76f2e-0,Rhodochrosite,,,,,,,
ark:/65665/308afe6d1-9994-400d-9aa8-f85508ceddb2-0,Analcime,,,,,,,
ark:/65665/370c926b8-9127-4616-a9ad-eae942bd759a-0,Siderite,,,,,,,
ark:/65665/3493f8455-2309-49ad-8f5a-f3fec496eb81-0,Grossular,,,,,,,
ark:/65665/3a4be8142-f04e-48bc-9bcb-f533b7265a79-0,Elbaite,,,,,,,
ark:/65665/32fea8b42-b7c6-4ac7-be6c-f2c299b081fe-0,Benitoite,,,,,,,
ark:/65665/32a00943b-f2bf-4df2-9bc2-6a0161ae6835-0,Ferro-axinite,,,,,,,
ark:/65665/32a00943b-f2bf-4df2-9bc2-6a0161ae6835-1,Chlorite,,,,,,,
ark:/65665/32a00943b-f2bf-4df2-9bc2-6a0161ae6835-2,Albite,,,,,,,
ark:/65665/3ad4e3e67-aa3c-40f7-8cd9-b3c81a784930-0,Graphite,,,,,,,
ark:/65665/38e5ee891-611f-406b-8d1e-669d04e25f86-0,Marcasite,,,,,,,
ark:/65665/3ab97ccfa-717d-4a05-ae02-b359b2897959-0,Retinite,,,,,,,
ark:/65665/34c4eda87-33be-4e33-b945-e825703ccb76-0,Beryl,,,,,,,
ark:/65665/34c4eda87-33be-4e33-b945-e825703ccb76-1,Schorl,,,,,,,
ark:/65665/34c4eda87-33be-4e33-b945-e825703ccb76-2,Albite,,,,,,,
ark:/65665/3e17a36b5-fc82-4099-baa9-d0b67887e6ec-0,Rutile,,,,,,,
ark:/65665/31d324cbc-aff6-49f9-883d-55c8d537478d-0,Microcline,,,,,,,
ark:/65665/31d324cbc-aff6-49f9-883d-55c8d537478d-1,Albite,,,,,,,
ark:/65665/3f5d72abc-89d3-48c4-9414-152be78986e5-0,Andradite,,,,,,,
ark:/65665/34fbdb782-d767-4e8c-81bc-65ee84d64613-0,Allanite,,,,,,,
ark:/65665/34fbdb782-d767-4e8c-81bc-65ee84d64613-1,Microcline,,,,,,,
ark:/65665/35853fc0f-28e4-46e8-9d0c-4c925d9f06d5-0,Augite,,,,,,,
ark:/65665/35853fc0f-28e4-46e8-9d0c-4c925d9f06d5-1,Andradite,,,,,,,
ark:/65665/3db3a4cf1-6d70-458a-84cf-7308a00fa9bf-0,Augite,,,,,,,
ark:/65665/32bcefc10-7b97-405a-9855-61ff56a3434c-0,Leucophoenicite,,,,,,,
ark:/65665/32bcefc10-7b97-405a-9855-61ff56a3434c-1,Willemite,,,,,,,
ark:/65665/32bcefc10-7b97-405a-9855-61ff56a3434c-2,Franklinite,,,,,,,
ark:/65665/37e8670b3-de89-42c8-8ee3-82f83934dde1-0,Aurichalcite,,,,,,,
ark:/65665/37e8670b3-de89-42c8-8ee3-82f83934dde1-1,Smithsonite,,,,,,,
ark:/65665/37e8670b3-de89-42c8-8ee3-82f83934dde1-2,Azurite,,,,,,,
ark:/65665/386bcc148-05f3-4eb0-890e-f6218e4f3cb1-0,Franklinfurnaceite,,,,,,,
ark:/65665/386bcc148-05f3-4eb0-890e-f6218e4f3cb1-1,Hodgkinsonite,,,,,,,
ark:/65665/386bcc148-05f3-4eb0-890e-f6218e4f3cb1-2,Glaucochroite,,,,,,,
ark:/65665/386bcc148-05f3-4eb0-890e-f6218e4f3cb1-3,Willemite,,,,,,,
ark:/65665/386bcc148-05f3-4eb0-890e-f6218e4f3cb1-4,Calcite,,,,,,,
ark:/65665/3250fdb97-e13e-4b39-baf5-7672f2865150-0,Hodgkinsonite,,,,,,,
ark:/65665/3250fdb97-e13e-4b39-baf5-7672f2865150-1,Calcite,,,,,,,
ark:/65665/3250fdb97-e13e-4b39-baf5-7672f2865150-2,Baryte,,,,,,,
ark:/65665/3250fdb97-e13e-4b39-baf5-7672f2865150-3,Willemite,,,,,,,
ark:/65665/3250fdb97-e13e-4b39-baf5-7672f2865150-4,Hetaerolite,,,,,,,
ark:/65665/3dc4619a3-c31c-4adb-afe1-13608ba003d0-0,Arsenopyrite,,,,,,,
ark:/65665/3dc4619a3-c31c-4adb-afe1-13608ba003d0-1,Siderite,,,,,,,
ark:/65665/3dc4619a3-c31c-4adb-afe1-13608ba003d0-2,Quartz,,,,,,,
ark:/65665/3dc4619a3-c31c-4adb-afe1-13608ba003d0-3,Calcite,,,,,,,
ark:/65665/3dc4619a3-c31c-4adb-afe1-13608ba003d0-4,Galena,,,,,,,
ark:/65665/3dc4619a3-c31c-4adb-afe1-13608ba003d0-5,Chalcopyrite,,,,,,,
ark:/65665/3dc4619a3-c31c-4adb-afe1-13608ba003d0-6,Sphalerite,,,,,,,
ark:/65665/3562a9fef-992f-4958-a337-d60c2f4d26ad-0,Arsenopyrite,,,,,,,
ark:/65665/3570795bb-af86-447e-8c0c-955855a80785-0,Fluorapophyllite,,,,,,,
ark:/65665/3570795bb-af86-447e-8c0c-955855a80785-1,Pectolite,,,,,,,
ark:/65665/3570795bb-af86-447e-8c0c-955855a80785-2,Datolite,,,,,,,
ark:/65665/336e9e4ae-fb4b-484d-b604-490b85881740-0,Fluorapophyllite,,,,,,,
ark:/65665/336e9e4ae-fb4b-484d-b604-490b85881740-1,Quartz,,,,,,,
ark:/65665/336e9e4ae-fb4b-484d-b604-490b85881740-2,Fluorite,,,,,,,
ark:/65665/387cb9b2c-58a1-4548-a70f-a7c11cba5d55-0,Leucophoenicite,,,,,,,
ark:/65665/387cb9b2c-58a1-4548-a70f-a7c11cba5d55-1,Franklinite,,,,,,,
ark:/65665/387cb9b2c-58a1-4548-a70f-a7c11cba5d55-2,Willemite,,,,,,,
ark:/65665/387cb9b2c-58a1-4548-a70f-a7c11cba5d55-3,Unknown,,,,,,,
ark:/65665/320220ab3-b33a-437c-84dd-3a80fc909634-0,Leucophoenicite,,,,,,,
ark:/65665/320220ab3-b33a-437c-84dd-3a80fc909634-1,Sonolite,,,,,,,
ark:/65665/320220ab3-b33a-437c-84dd-3a80fc909634-2,Franklinite,,,,,,,
ark:/65665/320220ab3-b33a-437c-84dd-3a80fc909634-3,Calcite,,,,,,,
ark:/65665/320220ab3-b33a-437c-84dd-3a80fc909634-4,Willemite,,,,,,,
ark:/65665/3d9a2e710-c0fd-4349-a58f-1940ac7fb233-0,Leucophoenicite,,,,,,,
ark:/65665/3d9a2e710-c0fd-4349-a58f-1940ac7fb233-1,Rhodochrosite,,,,,,,
ark:/65665/3d9a2e710-c0fd-4349-a58f-1940ac7fb233-2,Alleghanyite,,,,,,,
ark:/65665/37345d02c-8d05-49c5-aae9-30240e5bdc46-0,Marcasite,,,,,,,
ark:/65665/3d21fc49b-a2a6-41da-a3f9-67596a03ac2b-0,Atacamite,,,,,,,
ark:/65665/3d21fc49b-a2a6-41da-a3f9-67596a03ac2b-1,Anhydrite,,,,,,,
ark:/65665/3c845bc1d-13df-404c-9bf5-028d4e21babf-0,Atacamite,,,,,,,
ark:/65665/3c845bc1d-13df-404c-9bf5-028d4e21babf-1,Anhydrite,,,,,,,
ark:/65665/3cc5650a6-f12f-40fa-acf7-8add91f35da9-0,Atacamite,,,,,,,
ark:/65665/3cc5650a6-f12f-40fa-acf7-8add91f35da9-1,Quartz,,,,,,,
ark:/65665/3cc5650a6-f12f-40fa-acf7-8add91f35da9-2,Malachite,,,,,,,
ark:/65665/35fcf4bfa-de08-473f-a0cd-93fae191f90b-0,Erythrite,,,,,,,
ark:/65665/3060d26dc-e278-49f5-8600-e2eabe3da8e8-0,Safflorite,,,,,,,
ark:/65665/3060d26dc-e278-49f5-8600-e2eabe3da8e8-1,Erythrite,,,,,,,
ark:/65665/3f2483253-7a87-40c1-af6f-a3fdb9ee8175-0,Safflorite,,,,,,,
ark:/65665/3b25a1e95-db0a-4a71-8fdb-33ab101e61b4-0,Manganaxinite,,,,,,,
ark:/65665/3b25a1e95-db0a-4a71-8fdb-33ab101e61b4-1,Prehnite,,,,,,,
ark:/65665/3b25a1e95-db0a-4a71-8fdb-33ab101e61b4-2,Andradite,,,,,,,
ark:/65665/3b25a1e95-db0a-4a71-8fdb-33ab101e61b4-3,Baryte,,,,,,,
ark:/65665/3b25a1e95-db0a-4a71-8fdb-33ab101e61b4-4,Hendricksite,,,,,,,
ark:/65665/3b25a1e95-db0a-4a71-8fdb-33ab101e61b4-5,Franklinite,,,,,,,
ark:/65665/3a8534373-086e-4f92-9c90-66bcfe71b975-0,Azurite,,,,,,,
ark:/65665/3a8534373-086e-4f92-9c90-66bcfe71b975-1,Malachite,,,,,,,
ark:/65665/3d3913dd4-0a40-4b55-a34c-a378413ea392-0,Azurite,,,,,,,
ark:/65665/3d3913dd4-0a40-4b55-a34c-a378413ea392-1,Malachite,,,,,,,
ark:/65665/31511c4c0-91db-4cfe-acfd-b9f0b9567fa2-0,Azurite,,,,,,,
ark:/65665/31511c4c0-91db-4cfe-acfd-b9f0b9567fa2-1,Malachite,,,,,,,
ark:/65665/30663fb26-c205-46e6-b60e-fe4ad300152d-0,Azurite,,,,,,,
ark:/65665/30663fb26-c205-46e6-b60e-fe4ad300152d-1,Malachite,,,,,,,
ark:/65665/30e2f67f2-e262-4434-a82f-0c799c4344a6-0,Azurite,,,,,,,
ark:/65665/3517536d7-ee36-4e7e-ad5f-7990015ad43a-0,Cafarsite,,,,,,,
ark:/65665/3a60ca862-315e-4ec5-8e1f-4b5ccbce69b0-0,Ambrite,,,,,,,
ark:/65665/3084d4db2-1ef4-4542-95f5-27a056b534f2-0,Enargite,,,,,,,
ark:/65665/3084d4db2-1ef4-4542-95f5-27a056b534f2-1,Pyrite,,,,,,,
ark:/65665/3a329ec7a-573a-4adc-9775-e524f78226f8-0,Hematite,,,,,,,
ark:/65665/3986108b3-a3e2-4f15-9106-6ed99479b8f5-0,Cerussite,,,,,,,
ark:/65665/3d1df7435-3953-48b5-aa42-7207ae58d0b1-0,Prehnite,,,,,,,
ark:/65665/3819d2c94-7dd7-4508-bac1-703b40523aae-0,Vandenbrandeite,,,,,,,
ark:/65665/3819d2c94-7dd7-4508-bac1-703b40523aae-1,Guilleminite,,,,,,,
ark:/65665/3eb9629b8-2f45-4b28-b228-dcb4b926b401-0,Demesmaekerite,,,,,,,
ark:/65665/33dcdbdd2-42e1-4fdb-9968-e464d5762bd4-0,Sylvanite,,,,,,,
ark:/65665/3eb75a3ba-4a1d-4386-9c10-eb454866f453-0,Vanadinite,,,,,,,
ark:/65665/3eb75a3ba-4a1d-4386-9c10-eb454866f453-1,Romanèchite,,,,,,,
ark:/65665/3e1da5df6-6199-45c7-8155-2e3624ae545d-0,Diopside,,,,,,,
ark:/65665/3726acde1-7f75-44c7-bce0-d3d571306b37-0,Metatyuyamunite,,,,,,,
ark:/65665/3726acde1-7f75-44c7-bce0-d3d571306b37-1,Malachite,,,,,,,
ark:/65665/3281606ab-87fc-4d08-9e8c-a9183a5db252-0,Natronambulite,,,,,,,
ark:/65665/309829fb6-af3c-4e8e-bee7-cfe51f8c8feb-0,Magnesiohornblende,,,,,,,
ark:/65665/309829fb6-af3c-4e8e-bee7-cfe51f8c8feb-1,Sanidine,,,,,,,
ark:/65665/3397da514-fa8e-44f7-bc93-eedba4c111a8-0,Denisovite,,,,,,,
ark:/65665/3bc291273-76d8-4b4c-be79-a4ca5ea76146-0,Nagyágite,,,,,,,
ark:/65665/3a6940ae8-d19d-4c52-b6f8-f3443bf1985e-0,Rosasite,,,,,,,
ark:/65665/3a6940ae8-d19d-4c52-b6f8-f3443bf1985e-1,Gypsum,,,,,,,
ark:/65665/3a6940ae8-d19d-4c52-b6f8-f3443bf1985e-2,Dolomite,,,,,,,
ark:/65665/3ff6fa19a-073c-4aaf-b145-a7ad7f726576-0,Andorite,,,,,,,
ark:/65665/3ff6fa19a-073c-4aaf-b145-a7ad7f726576-1,Chalcopyrite,,,,,,,
ark:/65665/3ff6fa19a-073c-4aaf-b145-a7ad7f726576-2,Pyrite,,,,,,,
ark:/65665/3ff6fa19a-073c-4aaf-b145-a7ad7f726576-3,Quartz,,,,,,,
ark:/65665/3eb2fce45-a85e-4cdf-9c26-d8843da4601e-0,Hutchinsonite,,,,,,,
ark:/65665/35526863f-9790-44f7-966f-684bc7782a16-0,Miargyrite,,,,,,,
ark:/65665/35526863f-9790-44f7-966f-684bc7782a16-1,Kenngottite (of Haidinger),,,,,,,
ark:/65665/3a8d4d73c-64c2-4624-80f6-7c5051aa7260-0,Benjaminite,,,,,,,
ark:/65665/378edabf8-b551-44a7-9cce-83ed9eac29a4-0,Jamesonite,,,,,,,
ark:/65665/378edabf8-b551-44a7-9cce-83ed9eac29a4-1,Pyrite,,,,,,,
ark:/65665/3cf32c475-5acb-45ae-bec9-e9e1161d8f78-0,Jamesonite,,,,,,,
ark:/65665/3cf32c475-5acb-45ae-bec9-e9e1161d8f78-1,Pyrite,,,,,,,
ark:/65665/3ab42a603-53e4-4a91-a906-64277c6ed0be-0,Fizélyite,,,,,,,
ark:/65665/3ab42a603-53e4-4a91-a906-64277c6ed0be-1,Semseyite,,,,,,,
ark:/65665/32c3b4ca2-8f76-41e1-be68-384daa6c1bea-0,Sulfur,,,,,,,
ark:/65665/3ba042ec9-fe17-47c8-8290-9cf80afee72e-0,Bournonite,,,,,,,
ark:/65665/32e038166-b3f4-41e0-844f-a6356f78e255-0,Wittichenite,,,,,,,
ark:/65665/32e038166-b3f4-41e0-844f-a6356f78e255-1,Baryte,,,,,,,
ark:/65665/3abcf04db-45f4-473f-baf7-2de0b0d7c079-0,Pyrargyrite,,,,,,,
ark:/65665/3abcf04db-45f4-473f-baf7-2de0b0d7c079-1,Sphalerite,,,,,,,
ark:/65665/376abe4eb-5bae-4a7e-8d01-7df07c4cf394-0,Pyrargyrite,,,,,,,
ark:/65665/3011e1779-3f07-48c2-9678-be3a0d0179cb-0,Tetrahedrite,,,,,,,
ark:/65665/394b5bf07-0da0-4fc9-af9a-a10fa7f38e50-0,Tetrahedrite,,,,,,,
ark:/65665/3cb6bab1f-ce71-4322-9fd2-6a3713f40b35-0,Tetrahedrite,,,,,,,
ark:/65665/3cb6bab1f-ce71-4322-9fd2-6a3713f40b35-1,Quartz,,,,,,,
ark:/65665/3cd13d7f3-8c94-4b7e-a426-7322ae989328-0,Freibergite,,,,,,,
ark:/65665/3cf947906-1a7c-479e-bcca-4987ee6c7860-0,Tennantite,,,,,,,
ark:/65665/32f4f7a18-71c1-4d45-ada1-643d1ed134cd-0,Meneghinite,,,,,,,
ark:/65665/32f4f7a18-71c1-4d45-ada1-643d1ed134cd-1,Jamesonite,,,,,,,
ark:/65665/39ad44ea1-3ba8-4d18-83b7-f1117c4b6df7-0,Stephanite,,,,,,,
ark:/65665/358815a92-f42f-48b1-a5e3-ec645fb908bd-0,Stephanite,,,,,,,
ark:/65665/358815a92-f42f-48b1-a5e3-ec645fb908bd-1,Pyrargyrite,,,,,,,
ark:/65665/3e35fd582-9a02-4497-ad71-a96b76ffb371-0,Stephanite,,,,,,,
ark:/65665/38ea98b82-8bb9-4e3d-af81-c1d1eefb6700-0,Polybasite,,,,,,,
ark:/65665/35990b1e3-499d-4029-92be-db4aa95a01fd-0,Argyrodite,,,,,,,
ark:/65665/35990b1e3-499d-4029-92be-db4aa95a01fd-1,Pyrargyrite,,,,,,,
ark:/65665/3cf32f5d9-18d1-4e5b-aabd-684754e77cbf-0,Argyrodite,,,,,,,
ark:/65665/3462b2d4b-efad-4b03-a4a3-4c518edffcb4-0,Calomel,,,,,,,
ark:/65665/3cb43b9bb-3844-48e9-8533-a41a4e54bfa3-0,Kleinite,,,,,,,
ark:/65665/35f9cb859-f2ec-4990-ad73-a20adb053e9e-0,Halite,,,,,,,
ark:/65665/3b21e6b26-534c-4640-abc5-6b47ac79aee0-0,Halite,,,,,,,
ark:/65665/3a12bf536-93ba-4613-a0fc-66b96c4440bb-0,Halite,,,,,,,
ark:/65665/3b7f799db-180a-4253-a58b-543e3c0dca0d-0,Embolite,,,,,,,
ark:/65665/3b7f799db-180a-4253-a58b-543e3c0dca0d-1,Garnet,,,,,,,
ark:/65665/3194000ed-cb5c-4707-83ea-d19b28b0aa93-0,Fluorite,,,,,,,
ark:/65665/334fdce35-54be-4cd5-b960-6fd18c2fddf4-0,Fluorite,,,,,,,
ark:/65665/325262277-255f-45e8-a5cb-16ded235b368-0,Fluorite,,,,,,,
ark:/65665/3a1449199-185c-447f-8d94-09bf2fc5f240-0,Fluorite,,,,,,,
ark:/65665/36a6d0aa8-c0c9-4204-b064-b608a8d35d49-0,Fluorite,,,,,,,
ark:/65665/37c64930e-2308-4e50-b5de-916cbd52cd23-0,Fluorite,,,,,,,
ark:/65665/38b06722b-d4eb-48f0-a6df-70a12146a1dd-0,Fluorite,,,,,,,
ark:/65665/30ee4facb-eb3d-434d-94bc-f9664fe2c2db-0,Fluorite,,,,,,,
ark:/65665/3d2889556-e92a-4efb-b75c-1882c6cc4c19-0,Fluorite,,,,,,,
ark:/65665/32ab15fcb-3d57-4148-9260-101492c2ff24-0,Fluorite,,,,,,,
ark:/65665/371e7b890-4a33-404f-b8e1-ccbc868f8582-0,Fluorite,,,,,,,
ark:/65665/3c815dd92-f799-4e90-bef6-b8bf0eeadc1f-0,Fluorite,,,,,,,
ark:/65665/3c815dd92-f799-4e90-bef6-b8bf0eeadc1f-1,Quartz,,,,,,,
ark:/65665/3c815dd92-f799-4e90-bef6-b8bf0eeadc1f-2,Siderite,,,,,,,
ark:/65665/3d576d25a-795f-4248-868f-af44a467b934-0,Fluorite,,,,,,,
ark:/65665/3d576d25a-795f-4248-868f-af44a467b934-1,Dolomite,,,,,,,
ark:/65665/34d8040ab-7d99-468b-83e0-ba48eb581629-0,Fluorite,,,,,,,
ark:/65665/363dff534-4c78-42fc-b933-c16783734a5c-0,Fluorite,,,,,,,
ark:/65665/3430e94b8-a805-4dae-a8a2-b3a7f741951d-0,Fluorite,,,,,,,
ark:/65665/3879bfd3e-1e5e-4bc0-a803-c64811efd762-0,Bismuth,,,,,,,
ark:/65665/3879bfd3e-1e5e-4bc0-a803-c64811efd762-1,Quartz,,,,,,,
ark:/65665/376f21f6c-c713-4dab-80ec-7d218c62baf3-0,Opal,,,,,,,
ark:/65665/34ec60364-b9f3-4f76-b9c8-8c31cfff67b1-0,Wulfenite,,,,,,,
ark:/65665/3cc6560fc-08f8-4839-babc-bf0f33d1b1b0-0,Fizélyite,,,,,,,
ark:/65665/3bea68274-6fc1-4803-b155-88d7f3c23e37-0,Cordierite,,,,,,,
ark:/65665/3ad47cf99-ba7c-47ee-b613-fcf259fdf71c-0,Spodumene (var. hiddenite),,,,,,,
ark:/65665/3c35ba76b-9ce0-43ea-9b67-a16d908ecb6c-0,Davidite,,,,,,,
ark:/65665/3c35ba76b-9ce0-43ea-9b67-a16d908ecb6c-1,Davidite,,,,,,,
ark:/65665/3e31e24c0-31e5-4bc8-b781-f04be73ea945-0,Magnesite,,,,,,,
ark:/65665/359300d3a-aa11-4b46-b539-68c6587769c0-0,Jamesonite,,,,,,,
ark:/65665/38eadfd7e-e582-4847-8b92-7dc8fce809a5-0,Groutite,,,,,,,
ark:/65665/3a78283a5-2e68-4a8f-a7f2-4b0ca8a3a3d1-0,Groutite,,,,,,,
ark:/65665/3935c5810-75bc-4130-99ee-f28735d7398e-0,Huntite,,,,,,,
ark:/65665/3faaf8c6c-9377-4677-8101-7dab959a11b1-0,Huntite,,,,,,,
ark:/65665/322792eef-85d4-4b03-84ec-7cafd6ed0547-0,Ajoite,,,,,,,
ark:/65665/322792eef-85d4-4b03-84ec-7cafd6ed0547-1,Shattuckite,,,,,,,
ark:/65665/347e2ad70-1616-492f-bcc1-7a806c7edb60-0,Hawleyite,,,,,,,
ark:/65665/3448fb025-924b-413d-9798-19f5e066e7d4-0,Chalcophanite,,,,,,,
ark:/65665/321f81b02-2296-43d9-a5ac-aa42ff57f69c-0,Chalcophanite,,,,,,,
ark:/65665/386ad89d4-7e2c-491b-b199-4b832dac84cb-0,Clinohumite,,,,,,,
ark:/65665/31d908afd-822f-4e67-b144-76c7c6847c0a-0,Axinite,,,,,,,
ark:/65665/351456ece-f990-4a75-ba26-ff6aac743301-0,Aeschynite-(Y),,,,,,,
ark:/65665/351456ece-f990-4a75-ba26-ff6aac743301-1,Blomstrandine,,,,,,,
ark:/65665/3eabd2b5a-c401-4a66-9423-20300d1fd157-0,Freibergite,,,,,,,
ark:/65665/377ec3b66-4e81-4e52-9849-3dc85165b3d4-0,Heazlewoodite,,,,,,,
ark:/65665/3fbfca61d-4f8f-49a6-8f4e-25daef69fa04-0,Meta-autunite,,,,,,,
ark:/65665/3fbfca61d-4f8f-49a6-8f4e-25daef69fa04-1,Autunite,,,,,,,
ark:/65665/389f302a5-e6d3-477b-85d6-5b4e53454da7-0,Meta-autunite,,,,,,,
ark:/65665/389f302a5-e6d3-477b-85d6-5b4e53454da7-1,Autunite,,,,,,,
ark:/65665/3deda3137-19f4-4c0b-a530-63e82809cab8-0,Meta-autunite,,,,,,,
ark:/65665/3deda3137-19f4-4c0b-a530-63e82809cab8-1,Autunite,,,,,,,
ark:/65665/390707452-3ddd-42ca-be40-87406befebe5-0,Meta-autunite,,,,,,,
ark:/65665/390707452-3ddd-42ca-be40-87406befebe5-1,Autunite,,,,,,,
ark:/65665/3dbcb82ff-b489-4603-89c0-e5d080848d1a-0,Meta-autunite,,,,,,,
ark:/65665/3dbcb82ff-b489-4603-89c0-e5d080848d1a-1,Autunite,,,,,,,
ark:/65665/31dadcd13-472b-4d18-bbb5-229e88e4aef1-0,Meta-autunite,,,,,,,
ark:/65665/31dadcd13-472b-4d18-bbb5-229e88e4aef1-1,Autunite,,,,,,,
ark:/65665/39527c832-7674-42da-a1c8-9abdcaa30521-0,Meta-autunite,,,,,,,
ark:/65665/39527c832-7674-42da-a1c8-9abdcaa30521-1,Autunite,,,,,,,
ark:/65665/34f7edc00-1bb4-4ddf-96f5-3a251bc8197b-0,Metatorbernite,,,,,,,
ark:/65665/34f7edc00-1bb4-4ddf-96f5-3a251bc8197b-1,Torbernite,,,,,,,
ark:/65665/3b13ee857-fea6-4aec-9d55-f81383181786-0,Metatorbernite,,,,,,,
ark:/65665/3b13ee857-fea6-4aec-9d55-f81383181786-1,Torbernite,,,,,,,
ark:/65665/331e5de40-c706-4566-a593-f03f6eb14ac9-0,Metatorbernite,,,,,,,
ark:/65665/331e5de40-c706-4566-a593-f03f6eb14ac9-1,Torbernite,,,,,,,
ark:/65665/3b4a67a05-7501-4d8e-9940-f6d449d6aacb-0,Laumontite,,,,,,,
ark:/65665/35b24e951-c96c-4f2b-9bc8-7c9a7ee018c1-0,Stichtite,,,,,,,
